datetime,open,high,low,close,volume,stock
2021-04-01 10:00:00,123.59,123.67,123.0,123.475,4416884,AAPL
2021-04-01 10:15:00,123.48,123.65,123.33,123.3991,2962317,AAPL
2021-04-01 10:15:00,241.27,241.9066,241.22,241.64,1393260,MSFT
2021-04-01 10:30:00,123.4,123.56,123.2912,123.4589,2386433,AAPL
2021-04-01 10:30:00,241.67,242.06,241.3,241.71001,1365081,MSFT
2021-04-01 10:45:00,123.45,123.54,123.23,123.452,1989051,AAPL
2021-04-01 10:45:00,241.69,241.98,241.32001,241.82001,868727,MSFT
2021-04-01 11:00:00,123.45,123.7,123.31,123.38,2729511,AAPL
2021-04-01 11:00:00,241.81,241.96561,241.00999,241.5822,1061565,MSFT
2021-04-01 11:15:00,123.36,123.43,123.165,123.2783,2232426,AAPL
2021-04-01 11:15:00,241.58859,241.83,241.25999,241.58141,802599,MSFT
2021-04-01 11:30:00,123.28,123.308,123.03,123.105,2173529,AAPL
2021-04-01 11:30:00,241.59,241.72,240.75,241.25,747757,MSFT
2021-04-01 11:45:00,123.1,123.285,122.9,122.9005,2236644,AAPL
2021-04-01 11:45:00,241.24001,241.61,241.09,241.46001,471271,MSFT
2021-04-01 12:00:00,241.45,241.67,241.03011,241.17999,552843,MSFT
2021-04-01 12:00:00,122.9,123.25,122.8422,123.245,2184843,AAPL
2021-04-01 12:15:00,123.25,123.3714,123.13,123.355,1615115,AAPL
2021-04-01 12:15:00,241.17,241.27,240.82001,241.07001,593975,MSFT
2021-04-01 12:30:00,241.08,241.41,240.8741,241.41,525319,MSFT
2021-04-01 12:30:00,123.36,123.44,123.25,123.335,1449741,AAPL
2021-04-01 12:45:00,123.335,123.365,123.09,123.188,1462150,AAPL
2021-04-01 12:45:00,241.40041,241.66,241.041,241.61,472987,MSFT
2021-04-01 13:00:00,123.185,123.2426,122.77,122.8113,1925300,AAPL
2021-04-01 13:00:00,241.62,241.78999,241.28999,241.53,484891,MSFT
2021-04-01 13:15:00,122.82,122.89,122.67,122.675,2022805,AAPL
2021-04-01 13:15:00,241.53,241.60001,241.25999,241.39999,578834,MSFT
2021-04-01 13:30:00,122.68,122.855,122.64,122.8201,1598763,AAPL
2021-04-01 13:30:00,241.40179,241.7,241.2084,241.7,640558,MSFT
2021-04-01 13:45:00,122.82,122.8684,122.62,122.67,1506328,AAPL
2021-04-01 13:45:00,241.71001,241.92,241.49001,241.74001,596801,MSFT
2021-04-01 14:00:00,241.7399,241.99001,241.64,241.96001,523330,MSFT
2021-04-01 14:00:00,122.67,122.795,122.57,122.775,1769296,AAPL
2021-04-01 14:15:00,122.775,122.9,122.73,122.87,1333059,AAPL
2021-04-01 14:15:00,241.97,242.02,241.83,241.96001,679698,MSFT
2021-04-01 14:30:00,122.87,122.96,122.7,122.745,1615143,AAPL
2021-04-01 14:30:00,241.959,241.965,241.61,241.69,570418,MSFT
2021-04-01 14:45:00,122.74,122.77,122.66,122.675,1600433,AAPL
2021-04-01 14:45:00,241.72501,242.10001,241.61,241.88499,639106,MSFT
2021-04-01 15:00:00,122.674,122.79,122.57,122.735,1679952,AAPL
2021-04-01 15:00:00,241.88,241.8864,241.37,241.73,620391,MSFT
2021-04-01 15:15:00,122.7364,122.74,122.49,122.53,1914175,AAPL
2021-04-01 15:15:00,241.71001,241.7244,241.22,241.52,669066,MSFT
2021-04-01 15:30:00,122.5299,122.65,122.49,122.55,2259164,AAPL
2021-04-01 15:30:00,241.53,242.10001,241.53,242.09,964187,MSFT
2021-04-01 15:45:00,122.545,123.0,122.53,123.0,5288794,AAPL
2021-04-01 15:45:00,242.095,242.63,242.06,242.47,2484747,MSFT
2021-04-05 09:30:00,123.81,124.59,123.07,124.54,9786860,AAPL
2021-04-05 09:30:00,242.89999,244.94,242.75999,244.8299,2863811,MSFT
2021-04-05 09:45:00,124.5399,125.125,124.5362,124.8161,5922458,AAPL
2021-04-05 09:45:00,244.83,247.3,244.6508,247.25999,2208820,MSFT
2021-04-05 10:00:00,124.81,125.46,124.56,125.3284,5313808,AAPL
2021-04-05 10:00:00,247.25999,248.57001,246.8,248.08,2518755,MSFT
2021-04-05 10:15:00,125.335,125.42,124.91,125.105,3364817,AAPL
2021-04-05 10:15:00,248.11,248.48,247.60001,248.17,1455769,MSFT
2021-04-05 10:30:00,125.1,125.5882,125.09,125.525,3523346,AAPL
2021-04-05 10:30:00,248.17,249.55991,247.75,249.55,1633142,MSFT
2021-04-05 10:45:00,249.55,249.745,248.89,248.89999,1224659,MSFT
2021-04-05 10:45:00,125.52,125.62,125.05,125.16,3387690,AAPL
2021-04-05 11:00:00,125.18,125.19,124.88,125.0701,2181999,AAPL
2021-04-05 11:00:00,248.92,248.99001,248.32001,248.32001,961344,MSFT
2021-04-05 11:15:00,125.1,125.12,124.8301,124.9686,1481842,AAPL
2021-04-05 11:15:00,248.33,248.6375,248.03011,248.285,1215290,MSFT
2021-04-05 11:30:00,124.97,125.565,124.88,125.4201,3127518,AAPL
2021-04-05 11:30:00,248.2733,249.505,248.24001,248.9008,1315694,MSFT
2021-04-05 11:45:00,125.4201,125.5,125.275,125.325,1841783,AAPL
2021-04-05 11:45:00,248.89999,249.21001,248.7,248.86,823672,MSFT
2021-04-05 12:00:00,125.33,125.55,125.315,125.5321,1870980,AAPL
2021-04-05 12:00:00,248.87,249.34,248.87,249.285,941265,MSFT
2021-04-05 12:15:00,249.28,249.53999,249.00999,249.00999,848394,MSFT
2021-04-05 12:15:00,125.55,125.86,125.46,125.8283,3026410,AAPL
2021-04-05 12:30:00,249.02,249.39,248.94,249.14,724399,MSFT
2021-04-05 12:30:00,125.83,125.96,125.68,125.925,2358098,AAPL
2021-04-05 12:45:00,249.16,249.355,248.96001,249.10001,693888,MSFT
2021-04-05 12:45:00,125.93,125.93,125.4601,125.5614,2157733,AAPL
2021-04-05 13:00:00,125.57,125.8,125.57,125.635,1693960,AAPL
2021-04-05 13:00:00,249.12,249.27,248.98,249.2699,507105,MSFT
2021-04-05 13:15:00,125.6318,125.795,125.53,125.655,1821379,AAPL
2021-04-05 13:15:00,249.25999,249.96001,249.13,249.75,1049752,MSFT
2021-04-05 13:30:00,249.7235,249.81,249.0401,249.23579,922418,MSFT
2021-04-05 13:30:00,125.66,125.7279,125.58,125.6521,1348449,AAPL
2021-04-05 13:45:00,249.23,249.46001,249.07001,249.34419,914873,MSFT
2021-04-05 13:45:00,125.64,126.08,125.6,126.05,2461974,AAPL
2021-04-05 14:00:00,126.07,126.1601,126.02,126.0585,2207004,AAPL
2021-04-05 14:00:00,249.3484,249.56,249.25,249.41,534338,MSFT
2021-04-05 14:15:00,126.08,126.09,125.82,125.88,1751174,AAPL
2021-04-05 14:15:00,249.408,249.52499,249.22,249.28999,413947,MSFT
2021-04-05 14:30:00,125.875,126.11,125.8,125.84,2082211,AAPL
2021-04-05 14:30:00,249.28999,249.50999,249.22,249.45,582368,MSFT
2021-04-05 14:45:00,249.46001,249.46001,248.955,249.215,725874,MSFT
2021-04-05 14:45:00,125.8485,125.91,125.6,125.63,1593055,AAPL
2021-04-05 15:00:00,249.2117,249.27,248.78,248.82001,650826,MSFT
2021-04-05 15:00:00,125.635,125.7,125.465,125.6284,2353935,AAPL
2021-04-05 15:15:00,125.625,125.815,125.485,125.5474,2312193,AAPL
2021-04-05 15:15:00,248.81,249.13499,248.26151,248.38,1031246,MSFT
2021-04-05 15:30:00,125.545,125.6401,125.3101,125.61,2972634,AAPL
2021-04-05 15:30:00,248.39,248.55,247.82001,248.39,1212054,MSFT
2021-04-05 15:45:00,125.61,126.0,125.52,125.9,5873833,AAPL
2021-04-05 15:45:00,248.37,249.58,248.28999,249.0,2678727,MSFT
2021-04-06 09:30:00,126.52,126.61,125.65,126.1135,9439970,AAPL
2021-04-06 09:30:00,247.64301,248.25,246.88,248.2099,2445781,MSFT
2021-04-06 09:45:00,248.205,248.47,247.60001,248.27,996304,MSFT
2021-04-06 09:45:00,126.12,126.58,125.82,126.575,4258585,AAPL
2021-04-06 10:00:00,248.25999,248.99001,247.89,247.89999,1061363,MSFT
2021-04-06 10:00:00,126.57,126.959,126.34,126.41,4451942,AAPL
2021-04-06 10:15:00,126.4181,126.55,126.18,126.3699,3766576,AAPL
2021-04-06 10:15:00,247.89999,248.62,247.66,248.19,929133,MSFT
2021-04-06 10:30:00,126.37,126.395,125.979,126.2899,3348467,AAPL
2021-04-06 10:30:00,248.21001,248.295,247.395,247.862,949271,MSFT
2021-04-06 10:45:00,247.92,248.56,247.6801,248.50999,665409,MSFT
2021-04-06 10:45:00,126.3,126.6699,126.26,126.5672,2528259,AAPL
2021-04-06 11:00:00,248.53,248.92999,248.28999,248.89999,663683,MSFT
2021-04-06 11:00:00,126.575,126.99,126.5,126.99,2607087,AAPL
2021-04-06 11:15:00,248.88499,249.1268,248.27,248.38,577147,MSFT
2021-04-06 11:15:00,126.98,127.13,126.73,126.867,3294419,AAPL
2021-04-06 11:30:00,248.3701,248.95,248.3132,248.88,534654,MSFT
2021-04-06 11:30:00,126.86,126.95,126.73,126.93,2055940,AAPL
2021-04-06 11:45:00,126.9282,126.94,126.66,126.9201,1879481,AAPL
2021-04-06 11:45:00,248.862,249.38,248.74001,249.35001,507209,MSFT
2021-04-06 12:00:00,249.3728,249.3999,248.785,248.88,445952,MSFT
2021-04-06 12:00:00,126.93,126.94,126.515,126.5679,2051710,AAPL
2021-04-06 12:15:00,126.555,126.66,126.42,126.4613,1680256,AAPL
2021-04-06 12:15:00,248.84,249.3,248.75,248.87,454128,MSFT
2021-04-06 12:30:00,126.46,126.63,126.45,126.58,1547949,AAPL
2021-04-06 12:30:00,248.87,249.05,248.705,248.97501,393237,MSFT
2021-04-06 12:45:00,248.965,249.10001,248.75,248.81,394923,MSFT
2021-04-06 12:45:00,126.58,126.65,126.22,126.235,1756616,AAPL
2021-04-06 13:00:00,126.235,126.29,126.0701,126.235,2033413,AAPL
2021-04-06 13:00:00,248.8,248.86,248.25999,248.4942,482371,MSFT
2021-04-06 13:15:00,248.49001,248.5517,247.95,248.19479,520517,MSFT
2021-04-06 13:15:00,126.22,126.25,125.7491,125.8801,2601905,AAPL
2021-04-06 13:30:00,248.2,248.50999,248.14,248.46001,354200,MSFT
2021-04-06 13:30:00,125.885,126.13,125.81,126.0901,1846868,AAPL
2021-04-06 13:45:00,248.37,248.55,248.16,248.54649,363074,MSFT
2021-04-06 13:45:00,126.09,126.21,126.03,126.185,1230733,AAPL
2021-04-06 14:00:00,248.55,248.72,248.46001,248.6899,419136,MSFT
2021-04-06 14:00:00,126.185,126.385,126.135,126.3001,1711058,AAPL
2021-04-06 14:15:00,248.685,248.8882,248.5432,248.8299,350638,MSFT
2021-04-06 14:15:00,126.3088,126.45,126.22,126.42,1391105,AAPL
2021-04-06 14:30:00,126.4301,126.5774,126.12,126.52,1814301,AAPL
2021-04-06 14:30:00,248.8351,249.0598,248.59,248.87,494543,MSFT
2021-04-06 14:45:00,126.51,126.605,126.42,126.55,1275491,AAPL
2021-04-06 14:45:00,248.86501,248.96001,248.55,248.84,540689,MSFT
2021-04-06 15:00:00,126.55,126.605,126.295,126.4601,1938740,AAPL
2021-04-06 15:00:00,248.8324,248.89999,248.07001,248.2686,574790,MSFT
2021-04-06 15:15:00,126.4601,126.68,126.38,126.465,1912617,AAPL
2021-04-06 15:15:00,248.23,248.72,248.07001,248.56,543326,MSFT
2021-04-06 15:30:00,126.47,126.51,126.2801,126.34,2089446,AAPL
2021-04-06 15:30:00,248.58,248.60001,247.87,247.995,585601,MSFT
2021-04-06 15:45:00,247.98,248.17,247.28,247.87,1845265,MSFT
2021-04-06 15:45:00,126.33,126.4,126.0,126.23,5418987,AAPL
2021-04-07 09:30:00,247.81,248.75999,247.19,248.7,1283531,MSFT
2021-04-07 09:30:00,125.81,126.1,125.14,125.71,7823240,AAPL
2021-04-07 09:45:00,248.71001,249.09,248.41499,248.71001,917995,MSFT
2021-04-07 09:45:00,125.7005,126.21,125.7,126.12,4031504,AAPL
2021-04-07 10:00:00,126.12,126.84,126.04,126.6901,4105434,AAPL
2021-04-07 10:00:00,248.69501,249.7299,248.50999,249.50999,1130328,MSFT
2021-04-07 10:15:00,126.6999,127.24,126.57,127.1378,4181777,AAPL
2021-04-07 10:15:00,249.52,249.89,249.35001,249.78999,541860,MSFT
2021-04-07 10:30:00,127.15,127.22,126.9,127.083,3210785,AAPL
2021-04-07 10:30:00,249.78999,250.0,249.39,249.98,689138,MSFT
2021-04-07 10:45:00,249.99001,250.83,249.98,250.49001,1707881,MSFT
2021-04-07 10:45:00,127.08,127.18,126.77,126.89,2063561,AAPL
2021-04-07 11:00:00,126.9,127.47,126.9,127.325,4106579,AAPL
2021-04-07 11:00:00,250.56,250.92999,250.4514,250.47501,877005,MSFT
2021-04-07 11:15:00,250.47,250.77499,249.914,250.03999,735995,MSFT
2021-04-07 11:15:00,127.33,127.45,127.11,127.2215,2449584,AAPL
2021-04-07 11:30:00,250.03999,250.39,249.60001,249.85229,883645,MSFT
2021-04-07 11:30:00,127.23,127.23,126.75,126.94,2461891,AAPL
2021-04-07 11:45:00,249.853,250.17709,249.61,250.07001,630895,MSFT
2021-04-07 11:45:00,126.94,127.3202,126.925,127.3199,2399431,AAPL
2021-04-07 12:00:00,127.31,127.48,127.235,127.425,2483875,AAPL
2021-04-07 12:00:00,250.095,250.42,250.05499,250.32001,398898,MSFT
2021-04-07 12:15:00,127.427,127.43,127.12,127.1513,2458382,AAPL
2021-04-07 12:15:00,250.33,250.37469,249.75,249.83,481813,MSFT
2021-04-07 12:30:00,127.14,127.35,127.105,127.24,1792417,AAPL
2021-04-07 12:30:00,249.83,250.05,249.69,249.82001,403535,MSFT
2021-04-07 12:45:00,127.24,127.247,127.03,127.09,1624422,AAPL
2021-04-07 12:45:00,249.81,250.0,249.75,249.8371,311949,MSFT
2021-04-07 13:00:00,127.0864,127.25,127.01,127.0782,1882118,AAPL
2021-04-07 13:00:00,249.82001,249.96001,249.67999,249.81,405720,MSFT
2021-04-07 13:15:00,127.085,127.095,126.86,127.0501,2006364,AAPL
2021-04-07 13:15:00,249.81731,249.91,249.39999,249.62,384065,MSFT
2021-04-07 13:30:00,127.05,127.22,126.95,127.195,1804049,AAPL
2021-04-07 13:30:00,249.62,249.92999,249.58,249.87,341055,MSFT
2021-04-07 13:45:00,127.1979,127.3,127.06,127.2401,1249736,AAPL
2021-04-07 13:45:00,249.87,250.08,249.72,249.95,357737,MSFT
2021-04-07 14:00:00,127.2499,127.64,127.24,127.635,3075838,AAPL
2021-04-07 14:00:00,249.96001,250.50999,249.901,250.50999,554241,MSFT
2021-04-07 14:15:00,127.64,127.78,127.515,127.7399,2759318,AAPL
2021-04-07 14:15:00,250.53,250.72,250.31,250.47501,693013,MSFT
2021-04-07 14:30:00,250.49001,250.59,250.34,250.38,472300,MSFT
2021-04-07 14:30:00,127.73,127.75,127.52,127.59,1628318,AAPL
2021-04-07 14:45:00,127.6,127.7377,127.5,127.58,1851239,AAPL
2021-04-07 14:45:00,250.39999,250.53999,250.00819,250.08501,568737,MSFT
2021-04-07 15:00:00,127.58,127.8,127.54,127.6066,2957461,AAPL
2021-04-07 15:00:00,250.09,250.25,249.478,249.5826,748581,MSFT
2021-04-07 15:15:00,249.56,249.63,248.91,249.19,848082,MSFT
2021-04-07 15:15:00,127.6,127.7,127.21,127.3399,2885223,AAPL
2021-04-07 15:30:00,249.19,249.63,248.97,249.45,714448,MSFT
2021-04-07 15:30:00,127.33,127.595,127.2693,127.4875,3018529,AAPL
2021-04-07 15:45:00,249.48,250.0,249.33,249.89999,1541408,MSFT
2021-04-07 15:45:00,127.48,127.92,127.47,127.91,5634002,AAPL
2021-04-08 09:30:00,252.55,253.77499,252.0,252.6646,2913480,MSFT
2021-04-08 09:30:00,128.89999,129.67,128.52,129.31,9552612,AAPL
2021-04-08 09:45:00,129.42,130.0,129.0201,129.9791,5885729,AAPL
2021-04-08 09:45:00,252.94,254.13901,252.50999,253.89999,1867772,MSFT
2021-04-08 10:00:00,253.97,253.97,253.12,253.3,1006945,MSFT
2021-04-08 10:00:00,129.9709,130.07001,129.25,129.33501,6680732,AAPL
2021-04-08 10:15:00,129.34,129.63,129.22,129.33,3419412,AAPL
2021-04-08 10:15:00,253.28,253.72,252.89,253.12,760810,MSFT
2021-04-08 10:30:00,253.09,253.74001,253.0,253.7,804150,MSFT
2021-04-08 10:30:00,129.33,129.62,129.24001,129.465,3113264,AAPL
2021-04-08 10:45:00,129.47,129.47,129.02,129.243,3207962,AAPL
2021-04-08 10:45:00,253.7,253.8,252.66,252.85001,827790,MSFT
2021-04-08 11:00:00,129.25,129.35001,129.105,129.235,2178736,AAPL
2021-04-08 11:00:00,252.81,252.9742,252.3,252.48,856342,MSFT
2021-04-08 11:15:00,252.46001,253.19,252.1235,252.95,666261,MSFT
2021-04-08 11:15:00,129.235,129.55991,129.0601,129.5,2395960,AAPL
2021-04-08 11:30:00,252.94501,253.08501,252.52,252.59,418277,MSFT
2021-04-08 11:30:00,129.505,129.64999,129.42,129.45,2176031,AAPL
2021-04-08 11:45:00,129.44,129.66499,129.42,129.58,1473533,AAPL
2021-04-08 11:45:00,252.61,252.94501,252.52,252.92999,396785,MSFT
2021-04-08 12:00:00,129.59,129.66499,129.405,129.65829,2056196,AAPL
2021-04-08 12:00:00,252.92999,253.23,252.66,252.8,452209,MSFT
2021-04-08 12:15:00,252.80499,253.145,252.58,252.67,601331,MSFT
2021-04-08 12:15:00,129.6591,129.82001,129.62,129.73669,2371874,AAPL
2021-04-08 12:30:00,129.81,129.85001,129.64,129.795,1778991,AAPL
2021-04-08 12:30:00,252.67999,252.82001,252.32001,252.49001,698759,MSFT
2021-04-08 12:45:00,129.795,129.89999,129.64999,129.81,1916077,AAPL
2021-04-08 12:45:00,252.49001,252.565,252.14,252.45,462798,MSFT
2021-04-08 13:00:00,252.395,252.42,252.2,252.295,405277,MSFT
2021-04-08 13:00:00,129.815,130.14,129.755,129.92999,2852241,AAPL
2021-04-08 13:15:00,129.925,130.05,129.82001,130.03,1964906,AAPL
2021-04-08 13:15:00,252.28999,252.59,252.13,252.58501,377247,MSFT
2021-04-08 13:30:00,130.03999,130.27,129.8116,129.86,3056216,AAPL
2021-04-08 13:30:00,252.59,253.0,252.57001,252.64751,493279,MSFT
2021-04-08 13:45:00,129.86,129.96989,129.74159,129.9473,1999069,AAPL
2021-04-08 13:45:00,252.62,253.25,252.61,253.25,358727,MSFT
2021-04-08 14:00:00,129.95,130.12,129.91499,130.045,1640365,AAPL
2021-04-08 14:00:00,253.2307,253.24001,253.03999,253.1899,325763,MSFT
2021-04-08 14:15:00,130.04601,130.3,129.94,130.19839,2390213,AAPL
2021-04-08 14:15:00,253.19,253.45329,253.1629,253.3801,461348,MSFT
2021-04-08 14:30:00,253.38,253.38,253.1003,253.3,456408,MSFT
2021-04-08 14:30:00,130.19009,130.39,130.17999,130.295,2254921,AAPL
2021-04-08 14:45:00,130.295,130.32001,130.08501,130.27991,2672732,AAPL
2021-04-08 14:45:00,253.295,253.31,253.06,253.12,447235,MSFT
2021-04-08 15:00:00,130.24001,130.32001,130.13,130.205,1896656,AAPL
2021-04-08 15:00:00,253.11819,253.37,252.98,253.24001,494203,MSFT
2021-04-08 15:15:00,130.2093,130.3201,130.00999,130.0201,2177788,AAPL
2021-04-08 15:15:00,253.235,253.44,252.9201,252.97501,541336,MSFT
2021-04-08 15:30:00,253.00999,253.395,252.99001,253.24001,806252,MSFT
2021-04-08 15:30:00,130.02991,130.2299,129.92,130.21001,2958975,AAPL
2021-04-08 15:45:00,130.215,130.3772,130.0784,130.3772,5817070,AAPL
2021-04-08 15:45:00,253.24001,253.46001,252.84,253.25,1812627,MSFT
2021-04-09 09:30:00,130.0,130.25,129.47,130.235,9353937,AAPL
2021-04-09 09:30:00,252.95821,253.69,252.44,253.67999,1868554,MSFT
2021-04-09 09:45:00,130.245,131.02,130.07001,130.86,5508885,AAPL
2021-04-09 09:45:00,253.67999,254.24001,253.36,254.21001,1562085,MSFT
2021-04-09 10:00:00,130.86,131.17999,130.67999,131.03,0,AAPL
2021-04-09 10:00:00,254.17999,254.78,254.14999,254.39999,0,MSFT
2021-04-09 10:15:00,131.03999,131.39,131.0,131.02,0,AAPL
2021-04-09 10:15:00,254.42,254.75999,253.95,254.10001,0,MSFT
2021-04-09 10:30:00,254.14999,254.7,254.03999,254.22,0,MSFT
2021-04-09 10:30:00,131.00999,131.39999,131.0,131.09,0,AAPL
2021-04-09 10:45:00,131.08,131.14999,130.73,130.78,0,AAPL
2021-04-09 10:45:00,254.21001,254.42,254.00999,254.11,0,MSFT
2021-04-09 11:00:00,130.8,130.96001,130.53999,130.86,0,AAPL
2021-04-09 11:00:00,254.14999,254.28,253.72,254.22,0,MSFT
2021-04-09 11:15:00,130.85001,131.2,130.85001,130.98,0,AAPL
2021-04-09 11:15:00,254.17,254.39999,254.0,254.02,0,MSFT
2021-04-09 11:30:00,254.03,254.57001,253.91,254.38,0,MSFT
2021-04-09 11:30:00,130.98,131.42,130.92,131.33,0,AAPL
2021-04-09 11:45:00,254.35001,254.86,254.16,254.81,0,MSFT
2021-04-09 11:45:00,131.3,131.53999,131.23,131.44,0,AAPL
2021-04-09 12:00:00,254.83,255.03999,254.63,254.7,0,MSFT
2021-04-09 12:00:00,131.45,131.55,131.28999,131.35001,0,AAPL
2021-04-09 12:15:00,254.78,254.83,254.53,254.53,0,MSFT
2021-04-09 12:15:00,131.38,131.49001,131.28999,131.42,0,AAPL
2021-04-09 12:30:00,131.41,131.62,131.33,131.59,0,AAPL
2021-04-09 12:30:00,254.52,254.58,254.28,254.28999,0,MSFT
2021-04-09 12:45:00,254.32001,254.47,254.25,254.41,0,MSFT
2021-04-09 12:45:00,131.61,131.81,131.53,131.78999,0,AAPL
2021-04-09 13:00:00,254.41,254.62,254.34,254.39,0,MSFT
